canal,horaInicio,duracion,titulo,presentadores,color,url
Gelatina,8:30,3:30,"Demasiada Presión","Flor Halfon, Gabriela Vulcano y Diego Geddes.",#009e1d,https://www.youtube.com/embed/xWG-47NFsTg?si=XlSQZ5JRGr8HGqbf
